name,origin,product_id,kind,alcohol_tolerance,flocculation,alpha,use,category,color,ppg
Sucre,,,Other,,,,Kegging,Others,,
Sucrose,,,Other,,,,Mash,Others,,
Sugar,,,Fining,,,,Boil,Others,,
Sugars,,,Other,,,,Boil,Others,,
Sugarshine,,,Other,,,,Secondary,Others,,
Suger,,,Other,,,,Other,Others,,
Suggar,,,Fining,,,,Boil,Others,,
Suikerbrood,,,Other,,,,Mash,Others,,
Sukker,,,Other,,,,Boil,Others,,
Sukrin,,,Flavor,,,,Boil,Others,,
Sulfate,,,Water Agt,,,,Bottling,Others,,
Sulfite,,,Water Agt,,,,Bottling,Others,,
Sultanas,,,Other,,,,Boil,Others,,
Sumac,,,Herb,,,,Boil,Others,,
Sumak,,,Spice,,,,Boil,Others,,
Sumatra,,,Other,,,,Boil,Others,,
Sumatran,,,Spice,,,,Boil,Others,,
Summatra,,,Other,,,,Secondary,Others,,
Summit,,,Other,,,,Boil,Others,,
Suopursu,,,Herb,,,,Boil,Others,,
Supefloc,,,Other,,,,Boil,Others,,
Superaroma,,,Other,,,,Boil,Others,,
Superferment,,,Other,,,,Boil,Others,,
Superfloc,,,Other,,,,Boil,Others,,
Superfood,,,Other,,,,Primary,Others,,
Supermos,,,Other,,,,Boil,Others,,
SuperMoss,,,Fining,,,,Boil,Others,,
Supernutrient,,,Other,,,,Boil,Others,,
Suprmoss,,,Other,,,,Boil,Others,,
Svartpeppar,,,Herb,,,,Boil,Others,,
Sviskejuice,,,Spice,,,,Secondary,Others,,
Sviskepurre,,,Flavor,,,,Boil,Others,,
Svisker,,,Other,,,,Secondary,Others,,
Sweet,,,Spice,,,,Boil,Others,,
Sweetener,,,Flavor,,,,Secondary,Others,,
Sweetner,,,Flavor,,,,Secondary,Others,,
Syremalt,,,Water Agt,,,,Other,Others,,
Syrensaft,,,Flavor,,,,Boil,Others,,
Syrup,,,Flavor,,,,Boil,Others,,
Table,,,Water Agt,,,,Mash,Others,,
Tablet,,,Water Agt,,,,Boil,Others,,
Tailings,,,Herb,,,,Boil,Others,,
Taioba,,,Other,,,,Secondary,Others,,
Tallskott,,,Flavor,,,,Boil,Others,,
Tamarillo,,,Flavor,,,,Secondary,Others,,
Tamarind,,,Spice,,,,Boil,Others,,
TAMARINDO,,,Other,,,,Boil,Others,,
Tammelaastud,,,Flavor,,,,Secondary,Others,,
Tammilastu,,,Flavor,,,,Secondary,Others,,
Tangelo,,,Other,,,,Primary,Others,,
Tangelos,,,Other,,,,Boil,Others,,
Tangerine,,,Spice,,,,Boil,Others,,
Tangerines,,,Flavor,,,,Boil,Others,,
Tanins,,,Flavor,,,,Boil,Others,,
Tanmgereen,,,Spice,,,,Boil,Others,,
Tannin,,,Other,,,,Primary,Others,,
Tannins,,,Other,,,,Primary,Others,,
Tansy,,,Herb,,,,Boil,Others,,
Taros,,,Flavor,,,,Boil,Others,,
Tarragon,,,Herb,,,,Boil,Others,,
Tartar,,,Other,,,,Boil,Others,,
Tea,,,Other,,,,Primary,Others,,
Tequila,,,Flavor,,,,Secondary,Others,,
Termamyl,,,Other,,,,Mash,Others,,
Test,,,Spice,,,,Mash,Others,,
Tettnanger,,,Flavor,,,,Boil,Others,,
Thaibasil,,,Herb,,,,Mash,Others,,
Thiamin,,,Other,,,,Primary,Others,,
Thimbleberry,,,Flavor,,,,Secondary,Others,,
Thym,,,Herb,,,,Boil,Others,,
Thyme,,,Spice,,,,Boil,Others,,
Tilleul,,,Spice,,,,Boil,Others,,
Tilli,,,Herb,,,,Boil,Others,,
Timian,,,Spice,,,,Boil,Others,,
Timjami,,,Herb,,,,Boil,Others,,
Timjan,,,Spice,,,,Boil,Others,,
Tincture,,,Herb,,,,Bottling,Others,,
Tintose,,,Other,,,,Boil,Others,,
Tinvedsaft,,,Flavor,,,,Boil,Others,,
Toasted,,,Spice,,,,Boil,Others,,
Toddy,,,Flavor,,,,Bottling,Others,,
Toffee,,,Flavor,,,,Boil,Others,,
Toffiffee,,,Flavor,,,,Secondary,Others,,
Togarashi,,,Spice,,,,Boil,Others,,
Tomato,,,Herb,,,,Secondary,Others,,
Tomatoes,,,Other,,,,Mash,Others,,
Tomtebrygg,,,Flavor,,,,Kegging,Others,,
Torongil,,,Herb,,,,Boil,Others,,
Toronja,,,Flavor,,,,Boil,Others,,
Tradition,,,Other,,,,Boil,Others,,
Treacle,,,Flavor,,,,Boil,Others,,
Triplesec,,,Flavor,,,,Bottling,Others,,
Trompadas,,,Flavor,,,,Boil,Others,,
TropHoptical,,,Flavor,,,,Kegging,Others,,
Truffles,,,Herb,,,,Secondary,Others,,
Truvia,,,Flavor,,,,Bottling,Others,,
Tulsi,,,Herb,,,,Boil,Others,,
Tumeric,,,Spice,,,,Boil,Others,,
TUNA,,,Flavor,,,,Boil,Others,,
Turbinado,,,Flavor,,,,Boil,Others,,
Turbonado,,,Other,,,,Bottling,Others,,
Turmeric,,,Spice,,,,Boil,Others,,
Twix,,,Other,,,,Boil,Others,,
Tyme,,,Spice,,,,Boil,Others,,
Tyrnimehutiiviste,,,Spice,,,,Secondary,Others,,
Tyrninlehtisiirappi,,,Spice,,,,Boil,Others,,
Uchuva,,,Spice,,,,Boil,Others,,
Ultramoss,,,Other,,,,Boil,Others,,
Umeboshi,,,Other,,,,Secondary,Others,,
Urine,,,Flavor,,,,Boil,Others,,
Vaariakvarretee,,,Other,,,,Primary,Others,,
Vaarikad,,,Flavor,,,,Secondary,Others,,
Vadelma,,,Flavor,,,,Other,Others,,
Vainilla,,,Spice,,,,Boil,Others,,
Valencia,,,Spice,,,,Boil,Others,,
Vanella,,,Flavor,,,,Boil,Others,,
Vaniglia,,,Other,,,,Secondary,Others,,
Vanila,,,Flavor,,,,Boil,Others,,
Vaniliepulver,,,Flavor,,,,Boil,Others,,
Vanilj,,,Flavor,,,,Boil,Others,,
Vanilja,,,Spice,,,,Secondary,Others,,
Vanilje,,,Flavor,,,,Secondary,Others,,
Vaniljeekstrakt,,,Flavor,,,,Secondary,Others,,
Vaniljessens,,,Other,,,,Bottling,Others,,
Vaniljestang,,,Flavor,,,,Boil,Others,,
Vaniljestenger,,,Spice,,,,Boil,Others,,
Vaniljesukker,,,Spice,,,,Bottling,Others,,
Vaniljextrakt,,,Flavor,,,,Boil,Others,,
Vaniljpulver,,,Spice,,,,Boil,Others,,
Vaniljsocker,,,Spice,,,,Boil,Others,,
Vanilka,,,Spice,,,,Primary,Others,,
Vanill,,,Flavor,,,,Bottling,Others,,
Vanilla,,,Flavor,,,,Boil,Others,,
Vanillabeans,,,Fining,,,,Primary,Others,,
Vanille,,,Flavor,,,,Secondary,Others,,
Vanillia,,,Flavor,,,,Secondary,Others,,
Vanillin,,,Spice,,,,Boil,Others,,
Vanillla,,,Flavor,,,,Other,Others,,
Vann,,,Other,,,,Boil,Others,,
Vannila,,,Flavor,,,,Boil,Others,,
Vannjustering,,,Water Agt,,,,Mash,Others,,
Vargtass,,,Flavor,,,,Secondary,Others,,
Vattenmelon,,,Flavor,,,,Secondary,Others,,
VC,,,Other,,,,Kegging,Others,,
Vegemite,,,Flavor,,,,Boil,Others,,
Venkel,,,Spice,,,,Boil,Others,,
Verbana,,,Herb,,,,Boil,Others,,
Verbena,,,Flavor,,,,Boil,Others,,
Verbina,,,Herb,,,,Secondary,Others,,
Vermouth,,,Spice,,,,Primary,Others,,
Victory,,,Other,,,,Boil,Others,,
Vienna,,,Flavor,,,,Boil,Others,,
Viiniliitu,,,Other,,,,Primary,Others,,
Vijgenblad,,,Herb,,,,Boil,Others,,
Vinegar,,,Water Agt,,,,Mash,Others,,
Vinilla,,,Flavor,,,,Secondary,Others,,
Vino,,,Other,,,,Mash,Others,,
Violessens,,,Flavor,,,,Boil,Others,,
Vitaferm,,,Fining,,,,Boil,Others,,
Vitafirm,,,Other,,,,Boil,Others,,
Vitamin,,,Water Agt,,,,Boil,Others,,
Vitamins,,,Other,,,,Primary,Others,,
VitamonCombo,,,Other,,,,Boil,Others,,
Vitaverm,,,Other,,,,Boil,Others,,
Vitayeast,,,Other,,,,Boil,Others,,
Vodka,,,Other,,,,Secondary,Others,,
Vysne,,,Flavor,,,,Primary,Others,,
Waldmeister,,,Herb,,,,Secondary,Others,,
Walflock,,,Fining,,,,Boil,Others,,
Wallnut,,,Spice,,,,Mash,Others,,
Walnut,,,Flavor,,,,Boil,Others,,
Walnuts,,,Flavor,,,,Boil,Others,,
Warflin,,,Fining,,,,Boil,Others,,
Warfloc,,,Other,,,,Boil,Others,,
Warflock,,,Water Agt,,,,Boil,Others,,
Warfran,,,Fining,,,,Boil,Others,,
Warfren,,,Fining,,,,Boil,Others,,
Warloc,,,Other,,,,Boil,Others,,
Warlock,,,Fining,,,,Boil,Others,,
Warrior,,,Spice,,,,Boil,Others,,
Wasabi,,,Spice,,,,Bottling,Others,,
Wasabipaste,,,Other,,,,Boil,Others,,
Water,,,Other,,,,Bottling,Others,,
Watercress,,,Herb,,,,Boil,Others,,
Watermellon,,,Other,,,,Primary,Others,,
Watermelon,,,Flavor,,,,Primary,Others,,
WATERSTUFF,,,Water Agt,,,,Mash,Others,,
Wawaspicedpumpkincoffee,,,Flavor,,,,Primary,Others,,
Weed,,,Herb,,,,Mash,Others,,
Werbena,,,Herb,,,,Boil,Others,,
Werfloc,,,Fining,,,,Boil,Others,,
Wf,,,Fining,,,,Boil,Others,,
WFG,,,Fining,,,,Boil,Others,,
Wheat,,,Flavor,,,,Mash,Others,,
Wheatgrass,,,Herb,,,,Boil,Others,,
Wherlfloc,,,Fining,,,,Boil,Others,,
Whifloc,,,Fining,,,,Boil,Others,,
Whiflock,,,Water Agt,,,,Boil,Others,,
Whilflo,,,Water Agt,,,,Boil,Others,,
Whilfloc,,,Fining,,,,Boil,Others,,
Whilflock,,,Fining,,,,Boil,Others,,
Whilfoc,,,Fining,,,,Boil,Others,,
Whilfroc,,,Fining,,,,Boil,Others,,
Whilifloc,,,Fining,,,,Boil,Others,,
Whilirflo,,,Fining,,,,Boil,Others,,
Whilrfloc,,,Fining,,,,Boil,Others,,
Whilrflock,,,Fining,,,,Boil,Others,,
Whir,,,Other,,,,Boil,Others,,
Whircloc,,,Fining,,,,Boil,Others,,
Whirefloc,,,Fining,,,,Boil,Others,,
Whirfloc,,,Other,,,,Boil,Others,,
Whirflock,,,Fining,,,,Boil,Others,,
Whirflocs,,,Fining,,,,Boil,Others,,
Whirfloct,,,Fining,,,,Boil,Others,,
Whirflok,,,Fining,,,,Other,Others,,
Whirflooc,,,Fining,,,,Boil,Others,,
Whirflox,,,Fining,,,,Boil,Others,,
Whirfoc,,,Fining,,,,Boil,Others,,
Whirfolc,,,Fining,,,,Boil,Others,,
Whirfolic,,,Fining,,,,Boil,Others,,
Whirfroc,,,Fining,,,,Boil,Others,,
Whirifloc,,,Fining,,,,Boil,Others,,
Whirl,,,Fining,,,,Boil,Others,,
Whirlefloc,,,Other,,,,Boil,Others,,
Whirlefoc,,,Fining,,,,Boil,Others,,
Whirlefox,,,Other,,,,Boil,Others,,
Whirlflc,,,Fining,,,,Boil,Others,,
Whirlfloc,,,Fining,,,,Boil,Others,,
Whirlfloch,,,Other,,,,Boil,Others,,
Whirlflock,,,Fining,,,,Boil,Others,,
Whirlflocker,,,Fining,,,,Boil,Others,,
Whirlflocs,,,Fining,,,,Boil,Others,,
Whirlfloct,,,Fining,,,,Boil,Others,,
Whirlflok,,,Fining,,,,Boil,Others,,
Whirlflort,,,Fining,,,,Boil,Others,,
Whirlflot,,,Fining,,,,Other,Others,,
Whirlflow,,,Water Agt,,,,Boil,Others,,
Whirlflox,,,Fining,,,,Boil,Others,,
Whirlfoc,,,Fining,,,,Boil,Others,,
Whirlfock,,,Fining,,,,Boil,Others,,
WHIRLFOLK,,,Fining,,,,Boil,Others,,
Whirlfooc,,,Fining,,,,Boil,Others,,
WhirlFoock,,,Fining,,,,Boil,Others,,
Whirlforloc,,,Fining,,,,Boil,Others,,
Whirlfroc,,,Fining,,,,Primary,Others,,
Whirlfrock,,,Fining,,,,Boil,Others,,
Whirlifloc,,,Other,,,,Boil,Others,,
Whirllfloc,,,Fining,,,,Boil,Others,,
Whirlloc,,,Fining,,,,Boil,Others,,
Whirloc,,,Fining,,,,Boil,Others,,
Whirlock,,,Fining,,,,Boil,Others,,
WHIRLOF,,,Other,,,,Boil,Others,,
Whirloff,,,Other,,,,Boil,Others,,
Whirlofloc,,,Fining,,,,Boil,Others,,
Whirlpool,,,Fining,,,,Boil,Others,,
Whirlyflock,,,Fining,,,,Boil,Others,,
Whirofloc,,,Fining,,,,Boil,Others,,
Whirtfloc,,,Water Agt,,,,Boil,Others,,
Whiskey,,,Flavor,,,,Secondary,Others,,
Whisky,,,Flavor,,,,Primary,Others,,
Whiskyessens,,,Flavor,,,,Boil,Others,,
Whitbread,,,Flavor,,,,Primary,Others,,
Whitefox,,,Other,,,,Boil,Others,,
Whitesugar,,,Other,,,,Bottling,Others,,
WHITFLOCK,,,Fining,,,,Boil,Others,,
Whitlflock,,,Fining,,,,Boil,Others,,
Whitloc,,,Fining,,,,Boil,Others,,
Whitlock,,,Fining,,,,Boil,Others,,
Wholfric,,,Fining,,,,Boil,Others,,
Whorfloc,,,Fining,,,,Boil,Others,,
Whorlfloc,,,Fining,,,,Boil,Others,,
Whorlflock,,,Other,,,,Boil,Others,,
Whorlfoc,,,Fining,,,,Boil,Others,,
Whrflock,,,Fining,,,,Boil,Others,,
Whrifloc,,,Water Agt,,,,Boil,Others,,
Whrilfloc,,,Fining,,,,Boil,Others,,
Whrilflock,,,Fining,,,,Boil,Others,,
Whrilofloc,,,Other,,,,Boil,Others,,
Whrirfloc,,,Fining,,,,Boil,Others,,
Whyeast,,,Water Agt,,,,Boil,Others,,
Wilamette,,,Flavor,,,,Secondary,Others,,
WildflowerHoney,,,Flavor,,,,Boil,Others,,
Wilfloc,,,Water Agt,,,,Boil,Others,,
Wilfolc,,,Fining,,,,Boil,Others,,
Willamette,,,Spice,,,,Primary,Others,,
Wine,,,Flavor,,,,Primary,Others,,
WIneberries,,,Flavor,,,,Secondary,Others,,
Wintergreeen,,,Herb,,,,Boil,Others,,
Wintergreen,,,Herb,,,,Boil,Others,,
Wintergren,,,Herb,,,,Boil,Others,,
Wirfiloc,,,Fining,,,,Boil,Others,,
Wirfloc,,,Other,,,,Boil,Others,,
Wirfloch,,,Fining,,,,Boil,Others,,
Wirflock,,,Fining,,,,Boil,Others,,
Wirhfloc,,,Fining,,,,Boil,Others,,
Wirl,,,Fining,,,,Boil,Others,,
Wirlfloc,,,Fining,,,,Boil,Others,,
Wirlflock,,,Fining,,,,Boil,Others,,
Wirlflox,,,Fining,,,,Boil,Others,,
WIRLFOLC,,,Fining,,,,Boil,Others,,
Wirlfolk,,,Fining,,,,Boil,Others,,
Wirlock,,,Fining,,,,Boil,Others,,
Wirlpull,,,Fining,,,,Boil,Others,,
Wirrfloc,,,Other,,,,Boil,Others,,
Wisky,,,Flavor,,,,Primary,Others,,
Wood,,,Flavor,,,,Secondary,Others,,
Woodchips,,,Flavor,,,,Primary,Others,,
Woodruf,,,Herb,,,,Boil,Others,,
Woodruff,,,Herb,,,,Secondary,Others,,
Worfloc,,,Fining,,,,Boil,Others,,
Worflock,,,Fining,,,,Boil,Others,,
Worlfloc,,,Fining,,,,Boil,Others,,
Wormwod,,,Herb,,,,Boil,Others,,
Wormwood,,,Herb,,,,Boil,Others,,
Wortkleer,,,Fining,,,,Boil,Others,,
Wyast,,,Other,,,,Boil,Others,,
Wyeast,,,Other,,,,Boil,Others,,
Wyest,,,Other,,,,Boil,Others,,
Xoconostle,,,Flavor,,,,Boil,Others,,
Xylitol,,,Flavor,,,,Bottling,Others,,
Yam,,,Flavor,,,,Mash,Others,,
Yamns,,,Flavor,,,,Boil,Others,,
Yams,,,Flavor,,,,Boil,Others,,
Yarrow,,,Herb,,,,Boil,Others,,
Yeast,,,Other,,,,Boil,Others,,
Yeasted,,,Other,,,,Boil,Others,,
Yeastex,,,Other,,,,Boil,Others,,
Yeastfuel,,,Other,,,,Boil,Others,,
Yeastnutrican,,,Other,,,,Boil,Others,,
Yeastnutrient,,,Other,,,,Boil,Others,,
Yeastnutrition,,,Fining,,,,Boil,Others,,
Yeastvit,,,Water Agt,,,,Boil,Others,,
Yeastwit,,,Other,,,,Boil,Others,,
Yeastx,,,Other,,,,Boil,Others,,
Yeatnur,,,Water Agt,,,,Boil,Others,,
Yerba,,,Herb,,,,Boil,Others,,
Yestamina,,,Other,,,,Boil,Others,,
Yestex,,,Water Agt,,,,Boil,Others,,
Yex,,,Other,,,,Boil,Others,,
YN,,,Other,,,,Boil,Others,,
Yogart,,,Other,,,,Other,Others,,
Youthberry,,,Spice,,,,Mash,Others,,
Yuzu,,,Spice,,,,Boil,Others,,
Yx,,,Other,,,,Boil,Others,,
Zelatin,,,Fining,,,,Secondary,Others,,
Zenzero,,,Spice,,,,Boil,Others,,
Zeolite,,,Water Agt,,,,Primary,Others,,
Zest,,,Spice,,,,Boil,Others,,
Zestvodka,,,Flavor,,,,Secondary,Others,,
Zimbro,,,Spice,,,,Boil,Others,,
Zimt,,,Spice,,,,Boil,Others,,
Zinc,,,Other,,,,Boil,Others,,
Zinksulfat,,,Other,,,,Boil,Others,,
Zn,,,Other,,,,Primary,Others,,
Zoethout,,,Spice,,,,Boil,Others,,
Zoethoutsnippers,,,Spice,,,,Boil,Others,,
Zout,,,Spice,,,,Boil,Others,,
Zucker,,,Other,,,,Boil,Others,,
Zythos,,,Flavor,,,,Secondary,Others,,
Abbaye,Fermentis,,Dry,High,High,,,Yeasts,,
Abbey Ale Yeast,White Labs,WLP530,Liquid,High,Medium-High,,,Yeasts,,
Abbey IV Ale Yeast,White Labs,WLP540,Liquid,High,Medium,,,Yeasts,,
Amalgamation - Brett Super Blend,The Yeast Bay,,Liquid,Medium-High,Medium-Low,,,Yeasts,,
American Ale,Wyeast,1056,Liquid,High,Medium-Low,,,Yeasts,,
American Ale II,Wyeast,1272,Liquid,Medium,Medium-High,,,Yeasts,,
American Ale Yeast Blend,White Labs,WLP060,Liquid,Medium-High,Medium,,,Yeasts,,
American Hefeweizen Ale Yeast,White Labs,WLP320,Liquid,Medium,Low,,,Yeasts,,
American Lager Yeast,White Labs,WLP840,Liquid,Medium,Medium,,,Yeasts,,
American Lager Yeast,Wyeast,2035,Liquid,Medium,Medium,,,Yeasts,,
American Wheat,Wyeast,1010,Liquid,Medium,Low,,,Yeasts,,
Antwerp Ale Yeast,White Labs,WLP515,Liquid,Medium,Medium,,,Yeasts,,
Australian Ale Yeast,White Labs,WLP009,Liquid,Medium,High,,,Yeasts,,
Bavarian Lager,Wyeast,2206,Liquid,Medium,Medium-High,,,Yeasts,,
Bavarian Weizen,White Labs,WLP351,Liquid,Medium,Low,,,Yeasts,,
Bavarian Wheat,Wyeast,3638,Liquid,Medium,Low,,,Yeasts,,
Bavarian Wheat,Mangrove Jack's,M20,Dry,,,,,Yeasts,,
Bavarian Wheat Blend,Wyeast,3056,Liquid,Medium,Medium,,,Yeasts,,
Bedford British,White Labs,WLP006,Liquid,Medium,High,,,Yeasts,,
Beersel Brettanomyces Blend,The Yeast Bay,,Liquid,Medium,Medium-Low,,,Yeasts,,
Belgian Abbey,Wyeast,1214,Liquid,High,Medium-Low,,,Yeasts,,
Belgian Abbey II,Wyeast,1762,Liquid,High,Medium,,,Yeasts,,
Belgian Ale,Mangrove Jack's,M27,Dry,,,,,Yeasts,,
Belgian Ale Yeast,White Labs,WLP550,Liquid,Medium-High,Medium,,,Yeasts,,
Belgian Ardennes,Wyeast,3522,Liquid,High,High,,,Yeasts,,
Belgian Bastogne Ale Yeast,White Labs,WLP510,Liquid,High,Medium,,,Yeasts,,
Belgian Golden Ale Yeast,White Labs,WLP570,Liquid,High,Low,,,Yeasts,,
Belgian Lambic Blend,Wyeast,3278,Liquid,High,Variable,,,Yeasts,,
Belgian Saison II Yeast,White Labs,WLP566,Liquid,Medium,Medium,,,Yeasts,,
Belgian Saison I Yeast,White Labs,WLP565,Liquid,Medium,Medium,,,Yeasts,,
Belgian Saison Yeast,Wyeast,3724,Liquid,High,Low,,,Yeasts,,
Belgian Sour Mix I,White Labs,WLP655,Liquid,Medium-High,Medium-Low,,,Yeasts,,
Belgian Strong Ale,Wyeast,1388,Liquid,Very High,Low,,,Yeasts,,
Belgian Strong Ale Yeast,White Labs,WLP545,Liquid,High,Medium,,,Yeasts,,
Belgian Style Ale Yeast Blend,White Labs,WLP575,Liquid,Medium-High,Medium,,,Yeasts,,
Belgian Style Saison Ale Yeast Blend,White Labs,WLP568,Liquid,Medium,Medium,,,Yeasts,,
Belgian Wheat,Wyeast,3942,Liquid,High,Medium,,,Yeasts,,
Belgian Wit Ale Yeast,White Labs,WLP400,Liquid,Medium,Medium-Low,,,Yeasts,,
Belgian Witbier,Wyeast,3944,Liquid,High,Medium,,,Yeasts,,
Belgian Wit II,White Labs,,Liquid,Medium,Medium-Low,,,Yeasts,,
Belgian Wit II Ale Yeast,White Labs,WLP410,Liquid,Medium,Medium-Low,,,Yeasts,,
Belle Saison,Danstar,,Dry,High,Low,,,Yeasts,,
Berliner Weisse Blend,White Labs,WLP630,Liquid,Medium-High,Medium,,,Yeasts,,
Bohemian Lager,Wyeast,2124,Liquid,Medium,Medium-Low,,,Yeasts,,
Bohemian Lager,Mangrove Jack's,M27,Dry,,,,,Yeasts,,
Brettanomyces Bruxellensis,Wyeast,5112,Liquid,High,Medium,,,Yeasts,,
Brettanomyces Bruxellensis,White Labs,WLP650,Liquid,Medium-High,Low,,,Yeasts,,
Brettanomyces Claussenii,White Labs,WLP645,Liquid,Medium-High,Low,,,Yeasts,,
Brettanomyces Lambicus,White Labs,WLP653,Liquid,Medium-High,Low,,,Yeasts,,
Brettanomyces Lambicus,Wyeast,5526,Liquid,High,Medium,,,Yeasts,,
British Ale,Mangrove Jack's,M07,Dry,,,,,Yeasts,,
British Ale,Wyeast,1098,Liquid,Medium,Medium,,,Yeasts,,
British Ale II,Wyeast,1335,Liquid,Medium,High,,,Yeasts,,
British Ale Yeast,White Labs,WLP005,Liquid,Medium-High,Medium-High,,,Yeasts,,
Brussels Brettanomyces Blend,The Yeast Bay,,Liquid,Medium,Medium-Low,,,Yeasts,,
Budvar Lager,Wyeast,2000,Liquid,Medium,Medium-High,,,Yeasts,,
Burton Ale Yeast,White Labs,WLP023,Liquid,Medium,Medium,,,Yeasts,,
Burton Union,Mangrove Jack's,M79,Dry,,,,,Yeasts,,
California Ale,White Labs,WLP001,Liquid,High,Medium,,,Yeasts,,
California Ale Yeast,White Labs,WLP001,Liquid,High,Medium,,,Yeasts,,
California Lager,Wyeast,2112,Liquid,Medium,High,,,Yeasts,,
California V Ale Yeast,White Labs,WLP051,Liquid,Medium-High,Medium-High,,,Yeasts,,
Cider,Mangrove Jack's,M02,Dry,,,,,Yeasts,,
Cream Ale Yeast Blend,White Labs,WLP080,Liquid,Medium-High,Medium,,,Yeasts,,
Cry Havoc,White Labs,WLP862,Liquid,,Low,,,Yeasts,,
Czech Budejovice Lager Yeast,White Labs,WLP802,Liquid,Medium,Medium,,,Yeasts,,
Czech Pils,Wyeast,2279,Liquid,Medium,Medium-High,,,Yeasts,,
Danish Lager,Wyeast,2042,Liquid,Medium,Low,,,Yeasts,,
Denny's Favorite 50,Wyeast,1450,Liquid,Medium,Low,,,Yeasts,,
Dry Belgian Ale,The Yeast Bay,,Liquid,Medium,Medium-Low,,,Yeasts,,
Dry English Ale Yeast,White Labs,WLP007,Liquid,Medium-High,Medium-High,,,Yeasts,,
Dusseldorf Alt Yeast,White Labs,WLP036,Liquid,Medium,Medium,,,Yeasts,,
East Coast Ale Yeast,White Labs,WLP008,Liquid,Medium-High,Medium-High,,,Yeasts,,
East Midlands Ale Yeast,White Labs,WLP039,Liquid,Medium,Medium-High,,,Yeasts,,
Edinburgh Scottish Ale Yeast,White Labs,WLP028,Liquid,Medium-High,Medium,,,Yeasts,,
English Ale Yeast,White Labs,WLP002,Liquid,Medium,Very High,,,Yeasts,,
European Ale,Wyeast,1338,Liquid,Medium,High,,,Yeasts,,
European Ale Yeast,White Labs,WLP011,Liquid,Medium,Medium,,,Yeasts,,
Farmhouse Sour Ale,The Yeast Bay,,Liquid,Medium-High,Medium-Low,,,Yeasts,,
Forbidden Fruit,Wyeast,3463,Liquid,High,Low,,,Yeasts,,
French Ale,White Labs,WLP072,Liquid,Medium,Medium-High,,,Yeasts,,
French Saison,Wyeast,3711,Liquid,High,Low,,,Yeasts,,
Funktown Pale Ale,The Yeast Bay,,Liquid,Medium,Medium-Low,,,Yeasts,,
German Ale,Wyeast,1007,Liquid,High,Low,,,Yeasts,,
German Ale II,White Labs,WLP003,Liquid,Medium,Medium,,,Yeasts,,
German Ale/Kölsch Yeast,White Labs,WLP029,Liquid,Medium,Medium,,,Yeasts,,
German Bock Lager Yeast,White Labs,WLP833,Liquid,Medium-High,Medium,,,Yeasts,,
German Lager Yeast,White Labs,WLP830,Liquid,Medium,Medium,,,Yeasts,,
German Wheat,Wyeast,3333,Liquid,Medium,High,,,Yeasts,,
Hefeweizen Ale Yeast,White Labs,WLP300,Liquid,Medium,Low,,,Yeasts,,
Hefeweizen IV Ale Yeast,White Labs,WLP380,Liquid,Medium,Low,,,Yeasts,,
Irish Ale,Wyeast,1084,Liquid,High,Medium,,,Yeasts,,
Irish Ale Yeast,White Labs,WLP004,Liquid,Medium-High,Medium-High,,,Yeasts,,
Kölsh,Wyeast,2565,Liquid,Medium,Low,,,Yeasts,,
Lactobacillus,Wyeast,5335,Liquid,Medium,,,,Yeasts,,
Lactobacillus Delbrueckii,White Labs,WLP677,Liquid,Medium-High,Low,,,Yeasts,,
Lochristi Brettanomyces Blend,The Yeast Bay,,Liquid,Medium,Medium-Low,,,Yeasts,,
London Ale,Wyeast,1028,Liquid,High,Medium-Low,,,Yeasts,,
London Ale III,Wyeast,1318,Liquid,Medium,High,,,Yeasts,,
London Ale Yeast,White Labs,WLP013,Liquid,Medium,Medium,,,Yeasts,,
London ESB Ale,Wyeast,1968,Liquid,Medium,Very High,,,Yeasts,,
Manchester Ale Yeast,White Labs,WLP038,Liquid,Medium-High,Medium-High,,,Yeasts,,
Mexican Lager Yeast,White Labs,WLP940,Liquid,Medium,Medium,,,Yeasts,,
Munich Helles,White Labs,WLP860,Liquid,Medium,Medium,,,Yeasts,,
Munich Lager,Wyeast,2308,Liquid,Medium,Medium,,,Yeasts,,
Newcastle Dark Ale,Mangrove Jack's,M03,Dry,,,,,Yeasts,,
Northeastern Abbey,The Yeast Bay,,Liquid,Medium,Medium-Low,,,Yeasts,,
Northwest Ale,Wyeast,1332,Liquid,Medium,High,,,Yeasts,,
Nottingham Ale Yeast,White Labs,WLP039,Liquid,Medium,Medium-High,,,Yeasts,,
Oktoberfest/Märzen Lager Yeast,White Labs,WLP820,Liquid,Medium-High,Medium,,,Yeasts,,
Old Bavarian Lager Yeast,White Labs,WLP920,Liquid,Medium-High,Medium,,,Yeasts,,
Old Bruin Blend,Wyeast,3209,Liquid,Medium,Medium,,,Yeasts,,
Pacific Ale Yeast,White Labs,WLP041,Liquid,Medium,High,,,Yeasts,,
Pacman Yeast,Wyeast,1764,Liquid,Medium-High,Medium-High,,,Yeasts,,
Pediococcus,Wyeast,5733,Liquid,Medium,,,,Yeasts,,
Pilsen Lager,Wyeast,2007,Liquid,Medium,Medium,,,Yeasts,,
Pilsner Lager Yeast,White Labs,WLP800,Liquid,Medium,Medium-High,,,Yeasts,,
Ringwood Ale,Wyeast,1187,Liquid,Medium,High,,,Yeasts,,
Roeselare Ale Blend,Wyeast,3763,Liquid,High,Variable,,,Yeasts,,
